Product ID,Title,Handle,Vendor,Product Type,Published,Created,Updated,Tags,Total Variants,Total Images,Price Range,In Stock
"=""7653173166170""",Encore | Dusty,mens-encore-low-top-sneaker-dusty-suede,Thursday Boots - Men's Sneakers,Sneakers,11/6/2025,10/31/2025,8/8/2026,anagram-enabled; as:SuedeKit; bf21:M-Low-Top-Sneaker; bf21:MBeanie; bf21:Men-Belt-BurntCopper; bf21:Suede; bfcm-eligible; BIS; bis-sms; casual-shoes:Encore; color:Brown; credit_fee:FREE; exchange_fee:FREE; extended-sizes; fit_cat:true-to-size; fitfinder_inline; fqv2:tts-up; free-gift; gender:Men's; honest-pricing; interactive-details; klaviyo:Men; live_product; loop:Men's Encore; low-top:Encore; material:Suede; mens-sneakers; mlp:mens-sneakers; model:Encore; new-arrivals:Sneakers; no-cs-variants; no_quiz; pf-gender:Male; recommend:+0; redo:encore; refund_fee: FREE; retail-sync; shoes:Encore; show-previews; show_recs; size_standard:US Men's; sneaker-b:Encore; sneaker:Encore2; thumbnails:mens-encore; width:Standard; YGroup_mens-encore; yotpo-reviews,19,9,$40100 - $40100,Yes
"=""7653452283994""",President | Snuff,mens-president-lace-up-boot-snuff-suede,Thursday Boots - Men's,boots,11/6/2025,11/1/2025,8/8/2026,4col:President; add-aftersell; all:All; anagram-enabled; bf21:M-Boot-Brown; bf21:MBeanie; bf21:Men-Belt-Mocha; bf21:Suede; bfcm-eligible; BIS; ca-transfer; category:Men's Boots; color:Brown; credit_fee:FREE; exchange_fee:FREE; extended-sizes; fit:president; fit_cat:half-down; fitfinder_inline; fqv2:half-down; free-gift; group:Boots; honest-pricing; include-thumbnails; interactive-details; intl_chart_only; keyword:Brown; keyword:President (Men's); klaviyo:Men; live_product; loop:Men's President; material:Suede; mb_handcrafted; mbg:President; mens-boots; mens-president; mlp:mens-boots-lu; mobile-details; model:President; no-cs-variants; no_quiz; pf-gender:Male; pf-status:active; pf-style:Lace-Up; pf-type:Boots; product-switcher; psil:President; recommend:-0.5; redo:president; refund_fee: FREE; retail-sync; show-previews; show_recs; sole:Rubber; style:Lace-Up; style:Plain Toe; thumb-groups:mens-standard-president;mens-rugged-president;mens-president-stormking; thumbnails:mens-standard-president; width:Standard; YGroup_mens-president-boot; yotpo-reviews,19,8,$57000 - $57000,Yes
"=""7653359976538""",Builder | Folklore,mens-builder-lace-up-boot-folklore,Thursday Boots - Men's,boots,11/6/2025,11/1/2025,8/8/2026,4col:Builder; anagram-enabled; as:EssentialLeatherKit; bf21:Leather; bf21:M-Boot-Brown; bf21:MBeanie; bf21:Men-Belt-BurntCopper; bfcm-eligible; BIS; black-label; black-label:Boots; color:Tan; credit_fee:FREE; exchange_fee:FREE; extended-sizes; fit_cat:half-down; fitfinder_inline; fqv2:half-down; free-gift; highlight:Black Label; honest-pricing; interactive-details; klaviyo:Men; live_product; loop:Men's Builder; material:Leather; mb_handcrafted; mens-boots; mlp:mens-boots-black-label; model:Builder; no-cs-variants; pf-gender:Male; pf-type:Boots; product-switcher; psil:Builder; recommend:-0.5; redo:builder; refund_fee: FREE; retail-sync; show-previews; show_recs; sole:Rubber; style:Lace-Up; thumbnails:mens-builder; width:Standard; YGroup_mens-builder; yotpo-reviews,19,9,$99900 - $99900,Yes
"=""7653285986394""",Builder | Black Coffee CXL,mens-builder-lace-up-boot-black-coffee-horween-cxl,Thursday Boots - Men's,boots,11/6/2025,11/1/2025,8/8/2026,4col:Builder; anagram-enabled; as:EssentialLeatherKit; bf21:Leather; bf21:M-Boot-Brown; bf21:MBeanie; bf21:Men-Belt-BlackCoffee; bfcm-eligible; BIS; black-label; black-label:Boots; color:Brown; credit_fee:FREE; exchange_fee:FREE; extended-sizes; fit_cat:half-down; fitfinder_inline; fqv2:half-down; free-gift; highlight:Black Label; honest-pricing; interactive-details; klaviyo:Men; live_product; loop:Men's Builder; m-all:BlackLabel2; m-all:D-BlackLabel-Boots; material:Leather; mb_handcrafted; mens-boots; mlp:mens-boots-black-label; model:Builder; no-cs-variants; pf-gender:Male; pf-type:Boots; product-switcher; psil:Builder; recommend:-0.5; redo:builder; refund_fee: FREE; retail-sync; show-previews; show_recs; sole:Rubber; style:Lace-Up; thumbnails:mens-builder; width:Standard; YGroup_mens-builder; yotpo-reviews,19,9,$99900 - $99900,Yes
"=""7629324812378""",[W] Denim Trucker Jacket | Pitch Black,wh-denim-trucker-jacket-pitch-black,Thursday - Men's Jackets (WH),Men's Fabric Jackets,10/30/2025,10/17/2025,8/8/2026,4col:Warehouse; accessories; accessory-full; all:All; bf21:Denim; bf21:MBeanie; bf21:Men-Belt-Black; bfcm-eligible; canvas-jackets:Denim Trucker Jacket; category:Jackets; color:Black; credit_fee:FREE; exchange_fee:FREE; FinalSale; free-gift; group:Outerwear; heritage:Outerwear; imp_new_guide; interactive-details; jacket-reduced; jackets:Denim Trucker Jacket; klaviyo:Men; leather-jackets:Denim Trucker Jacket; loop-accessory; loop:Men's Denim Trucker Jacket; m-all:Jackets3; m_all:Jackets; material:Denim; mens-jackets; midweight:Denim Trucker Jacket; mlp:mens-jackets; model:Denim Jacket; new-arrivals:Denim Jackets; NoRefund; pf-gender:Male; pf-status:active; pf-style:Jacket; pf-type:Accessories; product-switcher; refund_fee: FREE; retail-sync; shirts:Outerwear3; show-previews; show-sizing-tip; size-chart; size:tbc-jacket; tbc-warehouse; thumbnails:wh-mens-denim-trucker-jacket; wair-enabled; wh:Men's Collection; YGroup_mens-denim-jacket; yotpo-reviews,5,7,$28100 - $28100,Yes
"=""7636386938970""",Bifold Wallet | Rustic Brown,bifold-wallet-rustic-brown-leather,Thursday Boots - Accessories,Wallets,10/29/2025,10/20/2025,8/8/2026,accessories; accessory-full; all:All; belt; bf2020-50; BIS; color:Brown; credit_fee:500; discount:2600; exchange_fee:500; group:Belts & Wallets; gwp-eligible; keyword:Black; klaviyo:Unisex; live_product; loop-accessory; material:Leather; model:Bifold Wallet; pf-gender:Male; pf-status:active; pf-style:Wallet; pf-type:Accessories; product-switcher; recurate-hide; refund_fee: 500; related:black-bifold-wallet; related:brown-bifold-wallet; related:natural-bifold-wallet; retail-sync; show-previews; thumb-groups:mens-bifold-wallet;mens-bifold-blacklabel; thumbnails:mens-bifold-wallet; wallet; wallets:Bifolds; YGroup_mens-wallet; yotpo-reviews,1,9,$18600 - $18600,Yes
"=""7636405420122""",Bifold Wallet | Stone Rambler,bifold-wallet-stone-rambler-leather,Thursday Boots - Accessories,Wallets,10/28/2025,10/20/2025,8/8/2026,accessories; accessory-full; all:All; belt; bf2020-50; BIS; black-label; color:Brown; credit_fee:500; discount:2600; exchange_fee:500; highlight:Black Label; keyword:Black; klaviyo:Unisex; live_product; loop-accessory; material:Leather; model:Bifold Wallet; pf-gender:Male; pf-status:active; pf-style:Wallet; pf-type:Accessories; place:Wallets; product-switcher; recurate-hide; refund_fee: 500; related:black-bifold-wallet; related:brown-bifold-wallet; related:natural-bifold-wallet; retail-sync; show-previews; thumb-groups:mens-bifold-wallet;mens-bifold-blacklabel; thumbnails:mens-bifold-blacklabel; wallet; wallets:Black Label; YGroup_mens-wallet; yotpo-reviews,1,9,$27200 - $27200,Yes
"=""7636399980634""",Bifold Wallet | Snuff Reverse,bifold-wallet-snuff-reverse-suede,Thursday Boots - Accessories,Wallets,10/28/2025,10/20/2025,8/8/2026,accessories; accessory-full; all:All; belt; bf2020-50; BIS; black-label; color:Brown; credit_fee:500; discount:2600; exchange_fee:500; highlight:Black Label; keyword:Black; klaviyo:Unisex; live_product; loop-accessory; material:Suede; model:Bifold Wallet; pf-gender:Male; pf-status:active; pf-style:Wallet; pf-type:Accessories; product-switcher; recurate-hide; refund_fee: 500; related:black-bifold-wallet; related:brown-bifold-wallet; related:natural-bifold-wallet; retail-sync; show-previews; thumb-groups:mens-bifold-wallet;mens-bifold-blacklabel; thumbnails:mens-bifold-blacklabel; wallet; wallets:Black Label; YGroup_mens-wallet; yotpo-reviews,1,9,$27200 - $27200,Yes
"=""7636394213466""",Bifold Wallet | Snuff Kudu,bifold-wallet-snuff-kudu-leather,Thursday Boots - Accessories,Wallets,10/28/2025,10/20/2025,8/8/2026,accessories; accessory-full; all:All; belt; bf2020-50; BIS; black-label; category:Wallets; color:Tan; credit_fee:500; discount:2600; exchange_fee:500; highlight:Black Label; keyword:Black; klaviyo:Unisex; live_product; loop-accessory; material:Leather; model:Bifold Wallet; pf-gender:Male; pf-status:active; pf-style:Wallet; pf-type:Accessories; product-switcher; recurate-hide; refund_fee: 500; related:black-bifold-wallet; related:brown-bifold-wallet; related:natural-bifold-wallet; retail-sync; show-previews; thumb-groups:mens-bifold-wallet;mens-bifold-blacklabel; thumbnails:mens-bifold-blacklabel; wallet; wallets:Black Label; YGroup_mens-wallet; yotpo-reviews,1,9,$27200 - $27200,Yes
"=""7636371898458""",Bifold Wallet | Black x Natural Teacore,bifold-wallet-black-natural-teacore-leather,Thursday Boots - Accessories,Wallets,10/28/2025,10/20/2025,8/8/2026,accessories; accessory-full; all:All; belt; bf2020-50; BIS; black-label; color:Black; credit_fee:500; discount:2600; exchange_fee:500; highlight:Black Label; keyword:Black; klaviyo:Unisex; live_product; loop-accessory; material:Leather; model:Bifold Wallet; pf-gender:Male; pf-status:active; pf-style:Wallet; pf-type:Accessories; product-switcher; recurate-hide; refund_fee: 500; related:black-bifold-wallet; related:brown-bifold-wallet; related:natural-bifold-wallet; retail-sync; show-previews; thumb-groups:mens-bifold-wallet;mens-bifold-blacklabel; thumbnails:mens-bifold-blacklabel; wallet; wallets:Black Label; YGroup_mens-wallet; yotpo-reviews,1,9,$27200 - $27200,Yes
"=""7621138317402""",Women's Premier Low Top | White & Gold,womens-premier-low-top-white-gold,Thursday Boots - Women's Sneakers,Sneakers,10/23/2025,10/10/2025,8/8/2026,anagram-enabled; bf21:Leather; bf21:W-Sneakers; bf21:WBeanie; bf21:Women-Belt-Black; bfcm-eligible; BIS; bis-sms; category:Sneakers; color:White; condensed:Low Top; condensed:LowTop2; credit_fee:FREE; exchange_fee:FREE; extended-sizes; fit_cat:true-to-size; fitfinder_inline; fqv2:tts-up; free-gift; gender:Women's; honest-pricing; interactive-details; klaviyo:Women; live_product; loop:Women's Premier Low Top; material:Leather; mlp:womens-sneakers; mobile-details; model:Premier Low Top; new-arrivals:Sneakers; no-cs-variants; pf-gender:Female; recommend:+0; redo:womens premier low top; refund_fee: FREE; retail-sync; show-previews; show_recs; size_standard:US Women's; thumb-groups:womens-classic-low-tops;womens-heritage-low-tops;womens-legacy; thumbnails:womens-classic-low-tops; womens-sneakers; womens-sneakers:LowTop2; YGroup_womens-premier-low-top; yotpo-reviews,15,8,$38700 - $38700,Yes
"=""7621066588250""",Women's Premier Low Top | Latte,womens-premier-low-top-sneaker-latte,Thursday Boots - Women's Sneakers,Sneakers,10/23/2025,10/9/2025,8/8/2026,anagram-enabled; as:SuedeKit; bf21:Suede; bf21:W-Boot-Brown; bf21:W-Sneakers; bf21:WBeanie; bfcm-eligible; BIS; bis-sms; category:Sneakers; color:Tan; condensed:Low Top; condensed:LowTop3; credit_fee:FREE; exchange_fee:FREE; extended-sizes; fit_cat:true-to-size; fitfinder_inline; fqv2:tts-up; free-gift; gender:Women's; honest-pricing; interactive-details; klaviyo:Women; live_product; loop:Women's Premier Low Top; material:Suede; mlp:womens-sneakers; mobile-details; model:Premier Low Top; new-arrivals:Sneakers; no-cs-variants; pf-gender:Female; recommend:+0; redo:womens premier low top; refund_fee: FREE; retail-sync; show-previews; show_recs; size_standard:US Women's; thumb-groups:womens-classic-low-tops;womens-heritage-low-tops;womens-legacy; thumbnails:womens-classic-low-tops; womens-sneakers; womens-sneakers:LowTop3; YGroup_womens-premier-low-top; yotpo-reviews,15,8,$38700 - $38700,Yes
"=""7636344143962""",Work Wife | Taupe,womens-work-wife-tote-taupe-leather,Thursday Boots - Women's Bags,Bags,10/23/2025,10/20/2025,8/8/2026,accessories; anagram-enabled; bags:Work Wife; bf21:Leather; bf21:W-Boot-Black; bf21:WBeanie; bf21:Women-Belt-Black; bfcm-eligible; BIS; color:Black; credit_fee:FREE; exchange_fee:FREE; free-gift; holiday:Bags2; honest-pricing; interactive-details; klaviyo:Women; live_product; loop:Work Wife; material:Leather; model:Work Wife; pf-gender:Female; pf-status:active; pf-type:Accessories; product-switcher; redo:work wife; refund_fee: FREE; retail-sync; show-previews; show_recs; thumbnail-previews; thumbnails:womens-work-wife-bag; womens-bags; YGroup_womens-work-wife-bag,1,8,$53800 - $53800,Yes
"=""7631356952666""",Work Wife | Tan,womens-work-wife-tote-tan-leather,Thursday Boots - Women's Bags,Bags,10/23/2025,10/18/2025,8/8/2026,accessories; anagram-enabled; bags:Work Wife; bf21:Leather; bf21:W-Boot-Brown; bf21:WBeanie; bfcm-eligible; BIS; color:Tan; credit_fee:FREE; exchange_fee:FREE; free-gift; honest-pricing; interactive-details; klaviyo:Women; live_product; loop:Work Wife; material:Leather; model:Work Wife; pf-gender:Female; pf-status:active; pf-type:Accessories; product-switcher; redo:work wife; refund_fee: FREE; retail-sync; show-previews; show_recs; thumbnail-previews; thumbnails:womens-work-wife-bag; womens-bags; YGroup_womens-work-wife-bag,1,8,$53800 - $53800,Yes
"=""7631249604698""",Work Wife | Black,womens-work-wife-tote-black-leather,Thursday Boots - Women's Bags,Bags,10/23/2025,10/18/2025,8/8/2026,accessories; anagram-enabled; bags:Work Wife; bf21:Leather; bf21:W-Boot-Black; bf21:WBeanie; bf21:Women-Belt-Black; bfcm-eligible; BIS; color:Black; credit_fee:FREE; exchange_fee:FREE; free-gift; holiday:Bags2; honest-pricing; interactive-details; klaviyo:Women; live_product; loop:Work Wife; material:Leather; model:Work Wife; pf-gender:Female; pf-status:active; pf-type:Accessories; product-switcher; redo:work wife; refund_fee: FREE; retail-sync; show-previews; show_recs; thumbnail-previews; thumbnails:womens-work-wife-bag; womens-bags; YGroup_womens-work-wife-bag,1,8,$53800 - $53800,Yes
"=""7636543832154""",Oxford Shirt | White & Indigo,mens-oxford-shirt-white-indigo,Thursday - Men's Shirts,Shirts,10/23/2025,10/20/2025,8/8/2026,accessories; accessory-full; alextest:Oxford Shirt; all:All; anagram-enabled; bf21:MBeanie; bf21:Men-Belt-Brown; bf21:Shirt; bfcm-eligible; BIS; color:White; credit_fee:FREE; exchange_fee:FREE; free-gift; holiday:Shirts2; honest-pricing; interactive-details; klaviyo:Men; live_product; loop:Men's Oxford Shirt; m-all:D-Featured-Shirts; material:Cotton; mens-shirts; mlp:mens-shirts; model:Oxford Shirt; new-arrivals:Shirts; pf-gender:Male; product-switcher; redo:oxford shirt; refund_fee: FREE; retail-sync; shirts:Oxford Shirt; show-previews; show-sizing-tip; show_recs; size-chart; size:tbc-shirt; thumbnails:mens-oxford-shirt; wair-enabled; wair-testing; YGroup_mens-oxford-shirt,5,7,$28100 - $28100,Yes
"=""7498373005402""",Oxford Shirt | Black,mens-oxford-shirt-black,Thursday - Men's Shirts,Shirts,10/23/2025,6/20/2025,8/8/2026,accessories; accessory-full; alextest:Oxford Shirt; all:All; anagram-enabled; bags:Shirts; bf21:MBeanie; bf21:Men-Belt-Black; bf21:Shirt; bfcm-eligible; BIS; color:Black; credit_fee:FREE; exchange_fee:FREE; free-gift; honest-pricing; interactive-details; klaviyo:Men; live_product; loop:Men's Oxford Shirt; m-all:D-Featured-Shirts; material:Cotton; mens-shirts; mlp:mens-shirts; model:Oxford Shirt; pf-gender:Male; product-switcher; redo:oxford shirt; refund_fee: FREE; retail-sync; shirts:Oxford Shirt; show-previews; show-sizing-tip; show_recs; size-chart; size:tbc-shirt; thumbnails:mens-oxford-shirt; wair-enabled; wair-testing; YGroup_mens-oxford-shirt,5,7,$28100 - $28100,Yes
"=""7498372841562""",Oxford Shirt | Indigo,mens-oxford-shirt-indigo,Thursday - Men's Shirts,Shirts,10/23/2025,6/20/2025,8/8/2026,accessories; accessory-full; alextest:Oxford Shirt; all:All; anagram-enabled; bf21:MBeanie; bf21:Men-Belt-Brown; bf21:Shirt; bfcm-eligible; BIS; color:Blue; credit_fee:FREE; exchange_fee:FREE; free-gift; honest-pricing; interactive-details; klaviyo:Men; live_product; loop:Men's Oxford Shirt; material:Cotton; mens-shirts; mlp:mens-shirts; model:Oxford Shirt; pf-gender:Male; product-switcher; redo:oxford shirt; refund_fee: FREE; retail-sync; shirts:Oxford Shirt; show-previews; show-sizing-tip; show_recs; size-chart; size:tbc-shirt; thumbnails:mens-oxford-shirt; wair-enabled; wair-testing; YGroup_mens-oxford-shirt,5,7,$28100 - $28100,Yes
"=""7498372644954""",Oxford Shirt | Light Blue,mens-oxford-shirt-light-blue,Thursday - Men's Shirts,Shirts,10/23/2025,6/20/2025,8/8/2026,accessories; accessory-full; alextest:Oxford Shirt; all:All; anagram-enabled; bf21:MBeanie; bf21:Men-Belt-Brown; bf21:Shirt; bfcm-eligible; BIS; color:Blue; credit_fee:FREE; exchange_fee:FREE; free-gift; honest-pricing; interactive-details; klaviyo:Men; live_product; loop:Men's Oxford Shirt; material:Cotton; mens-shirts; mlp:mens-shirts; model:Oxford Shirt; pf-gender:Male; product-switcher; redo:oxford shirt; refund_fee: FREE; retail-sync; shirts:Oxford Shirt; show-previews; show-sizing-tip; show_recs; size-chart; size:tbc-shirt; thumbnails:mens-oxford-shirt; wair-enabled; wair-testing; YGroup_mens-oxford-shirt,5,7,$28100 - $28100,Yes
"=""7498369564762""",Oxford Shirt | White,mens-oxford-shirt-white,Thursday - Men's Shirts,Shirts,10/23/2025,6/20/2025,8/8/2026,4col:Shirts; accessories; accessory-full; alextest:Oxford Shirt; all:All; anagram-enabled; bags:Shirts2; bf21:MBeanie; bf21:Men-Belt-Black; bf21:Shirt; bfcm-eligible; BIS; color:White; credit_fee:FREE; exchange_fee:FREE; free-gift; honest-pricing; interactive-details; jackets-cs:Shirts; klaviyo:Men; live_product; loop:Men's Oxford Shirt; material:Cotton; mens-shirts; mlp:mens-shirts; model:Oxford Shirt; pf-gender:Male; product-switcher; redo:oxford shirt; refund_fee: FREE; retail-sync; shirts:Oxford Shirt; show-previews; show-sizing-tip; show_recs; size-chart; size:tbc-shirt; thumbnails:mens-oxford-shirt; wair-enabled; wair-testing; YGroup_mens-oxford-shirt,5,7,$28100 - $28100,Yes
"=""7631003713626""",President StormKing® | Desert Brown,mens-president-lace-up-boot-desert-brown-stormking,Thursday Boots - Men's,boots,10/23/2025,10/18/2025,8/8/2026,4col:PRNRugged; add-aftersell; all:All; anagram-enabled; as:RuggedKit; bf21:Leather; bf21:M-Boot-Brown; bf21:MBeanie; bf21:Men-Belt-Brown; bfcm-eligible; bfcm:Other; BIS; category:Men's Boots; color:Brown; credit_fee:FREE; exchange_fee:FREE; extended-sizes; fit:president; fit_cat:half-down; fitfinder_inline; fqv2:half-down; free-gift; gray-details; group:Boots; highlight:StormKing®; honest-pricing; interactive-details; intl_chart_only; keyword:President (Men's); klaviyo:Men; live_product; loop:Men's President; material:Rugged; mb_handcrafted; mbg:President; mens-boots; mens-president; mobile-details; model:President Stormking; new-arrivals:President; no-cs-variants; no_quiz; pf-gender:Male; pf-status:active; pf-style:Lace-Up; pf-type:Boots; product-switcher; psil:PRNRugged; recommend:-0.5; redo:president; refund_fee: FREE; retail-sync; rugged:President; show-previews; show_recs; sole:Rubber; style:Lace-Up; style:Plain Toe; subgroup:Rugged Collection; thumb-groups:mens-standard-president;mens-rugged-president;mens-president-stormking; thumbnails:mens-president-stormking; width:Standard; YCRF_sizing; YGroup_mens-president-boot; yotpo-reviews,19,8,$57000 - $57000,Yes
"=""7630961705050""",President | Safari,mens-president-lace-up-boot-safari-suede,Thursday Boots - Men's,boots,10/23/2025,10/18/2025,8/8/2026,4col:PRNRugged; add-aftersell; all:All; anagram-enabled; as:SuedeKit; bags:Men's Boots; bf21:M-Boot-Brown; bf21:MBeanie; bf21:Men-Belt-Natural; bf21:Suede; bfcm-eligible; BIS; ca-transfer; category:Men's Boots; color:Brown; credit_fee:FREE; exchange_fee:FREE; extended-sizes; fit:president; fit_cat:half-down; fitfinder_inline; fqv2:half-down; free-gift; group:Boots; honest-pricing; include-thumbnails; interactive-details; intl_chart_only; keyword:Brown; keyword:President (Men's); klaviyo:Men; live_product; loop:Men's President; material:Suede; mb_handcrafted; mbg:President; mens-boots; mens-president; mlp:mens-boots-lu; mobile-details; model:President; new-arrivals:President; no-cs-variants; no_quiz; pf-gender:Male; pf-status:active; pf-style:Lace-Up; pf-type:Boots; product-switcher; psil:PRNRugged; recommend:-0.5; redo:president; refund_fee: FREE; retail-sync; rugged:President; show-previews; show_recs; sole:Rubber; style:Lace-Up; style:Plain Toe; subgroup:Rugged Collection; suede-feature; thumb-groups:mens-standard-president;mens-rugged-president;mens-president-stormking; weathersafe; width:Standard; YGroup_mens-president-boot; yotpo-reviews,19,8,$57000 - $57000,Yes
"=""7624921415770""",Wallet Wristlet | Saddle,womens-wallet-wristlet-saddle-leather,Thursday Boots - Women's Bags,Bags,10/16/2025,10/13/2025,8/8/2026,accessory-full; all:All; anagram-enabled; bags:Wallet Wristlet; bf21:Leather; bf21:W-Boot-Brown; bf21:WBeanie; bfcm-eligible; BIS; color:Brown; credit_fee:FREE; exchange_fee:FREE; free-gift; holiday:WBags2; honest-pricing; interactive-details; klaviyo:Women; loop-accessory; loop:Wallet Wristlet; material:Leather; model:Wallet Wristlet; pf-gender:Female; pf-type:Accessories; product-switcher; redo:wallet wristlet; refund_fee: FREE; retail-sync; show-previews; show_recs; thumbnail-previews; thumbnails:womens-wallet-wristlet-bag; YGroup_womens-wallet-wristlet-bag,1,7,$25200 - $25200,Yes
"=""7624913485914""",Wallet Wristlet | Red,womens-wallet-wristlet-red-leather,Thursday Boots - Women's Bags,Bags,10/16/2025,10/13/2025,8/8/2026,accessory-full; all:All; anagram-enabled; bags:Wallet Wristlet; bf21:Leather; bf21:W-Boot-Brown; bf21:WBeanie; bfcm-eligible; BIS; color:Red; credit_fee:FREE; exchange_fee:FREE; free-gift; holiday:Bags3; honest-pricing; interactive-details; klaviyo:Women; loop-accessory; loop:Wallet Wristlet; material:Leather; model:Wallet Wristlet; pf-gender:Female; pf-type:Accessories; product-switcher; redo:wallet wristlet; refund_fee: FREE; retail-sync; show-previews; show_recs; thumbnail-previews; thumbnails:womens-wallet-wristlet-bag; YGroup_womens-wallet-wristlet-bag,1,7,$25200 - $25200,Yes
"=""7624906473562""",Wallet Wristlet | Pine,womens-wallet-wristlet-pine-leather,Thursday Boots - Women's Bags,Bags,10/16/2025,10/13/2025,8/8/2026,accessory-full; all:All; anagram-enabled; bags:Wallet Wristlet; bf21:Leather; bf21:W-Boot-Brown; bf21:WBeanie; bfcm-eligible; BIS; color:Green; credit_fee:FREE; exchange_fee:FREE; free-gift; holiday:WBags2; honest-pricing; interactive-details; klaviyo:Women; loop-accessory; loop:Wallet Wristlet; material:Leather; model:Wallet Wristlet; pf-gender:Female; pf-type:Accessories; product-switcher; redo:wallet wristlet; refund_fee: FREE; retail-sync; show-previews; show_recs; thumbnail-previews; thumbnails:womens-wallet-wristlet-bag; YGroup_womens-wallet-wristlet-bag,1,7,$25200 - $25200,Yes
"=""7624903229530""",Wallet Wristlet | Mustang,womens-wallet-wristlet-mustang-leather,Thursday Boots - Women's Bags,Bags,10/16/2025,10/13/2025,8/8/2026,accessory-full; all:All; anagram-enabled; bags:Wallet Wristlet; bf21:Leather; bf21:W-Boot-Brown; bf21:WBeanie; bfcm-eligible; BIS; color:Brown; credit_fee:FREE; exchange_fee:FREE; free-gift; holiday:Bags3; honest-pricing; interactive-details; klaviyo:Women; loop-accessory; loop:Wallet Wristlet; material:Leather; model:Wallet Wristlet; pf-gender:Female; pf-type:Accessories; product-switcher; redo:wallet wristlet; refund_fee: FREE; retail-sync; show-previews; show_recs; thumbnail-previews; thumbnails:womens-wallet-wristlet-bag; YGroup_womens-wallet-wristlet-bag,1,7,$25200 - $25200,Yes
"=""7624889401434""",Wallet Wristlet | Black,womens-wallet-wristlet-black-leather,Thursday Boots - Women's Bags,Bags,10/16/2025,10/13/2025,8/8/2026,accessory-full; all:All; anagram-enabled; bags:Wallet Wristlet; bf21:Leather; bf21:W-Boot-Black; bf21:WBeanie; bf21:Women-Belt-Black; bfcm-eligible; BIS; color:Black; credit_fee:FREE; exchange_fee:FREE; free-gift; holiday:WBags2; honest-pricing; interactive-details; klaviyo:Women; loop-accessory; loop:Wallet Wristlet; material:Leather; model:Wallet Wristlet; pf-gender:Female; pf-type:Accessories; product-switcher; redo:wallet wristlet; refund_fee: FREE; retail-sync; show-previews; show_recs; thumbnail-previews; thumbnails:womens-wallet-wristlet-bag; YGroup_womens-wallet-wristlet-bag,1,7,$25200 - $25200,Yes
"=""7621225709658""",Bronco Jacket | Yosemite,womens-bronco-shearling-jacket-yosemite-brown,Thursday - Women's Jackets,Women's Jackets,10/16/2025,10/10/2025,8/8/2026,accessories; accessory-full; all:All; anagram-enabled; bf21:Jackets; bf21:OilTanned; bf21:W-Boot-Brown; bf21:WBeanie; bfcm-eligible; BIS; black-label; color:Brown; credit_fee:FREE; exchange_fee:FREE; free-gift; highlight:Black Label; honest-pricing; imp_new_guide; interactive-details; jackets:Bronco Jacket; klaviyo:Women; live_product; loop-accessory; loop:Women's Bronco Jacket; material:Leather; mlp:womens-jackets; model:Bronco Jacket; no-cs-variants; pf-gender:Female; pf-status:active; pf-style:Jacket; pf-type:Accessories; product-switcher; redo:womens bronco jacket; refund_fee: FREE; retail-sync; show-previews; show-sizing-tip; show_recs; size-chart; size:tbc-jacket; thumbnails:womens-bronco-jacket; wair-enabled; wair-testing; womens-jackets; womens-jackets-collection; YGroup_womens-bronco-jacket,5,6,$197100 - $197100,Yes
"=""7621208965210""",Bronco Jacket | Sequoia,womens-bronco-shearling-jacket-sequoia-brown,Thursday - Women's Jackets,Women's Jackets,10/16/2025,10/10/2025,8/8/2026,accessories; accessory-full; all:All; anagram-enabled; bf21:Jackets; bf21:OilTanned; bf21:W-Boot-Brown; bf21:WBeanie; bfcm-eligible; BIS; black-label; color:Brown; credit_fee:FREE; exchange_fee:FREE; free-gift; highlight:Black Label; holiday:Jackets2; honest-pricing; imp_new_guide; interactive-details; jackets:Bronco Jacket; klaviyo:Women; live_product; loop-accessory; loop:Women's Bronco Jacket; material:Leather; mlp:womens-jackets; model:Bronco Jacket; no-cs-variants; pf-gender:Female; pf-status:active; pf-style:Jacket; pf-type:Accessories; product-switcher; redo:womens bronco jacket; refund_fee: FREE; retail-sync; show-previews; show-sizing-tip; show_recs; size-chart; size:tbc-jacket; thumbnails:womens-bronco-jacket; w-all:D-Jackets; wair-enabled; wair-testing; womens-jackets; womens-jackets-collection; YGroup_womens-bronco-jacket,5,6,$197100 - $197100,Yes
"=""7621153849434""",Bronco Jacket | Black,womens-bronco-shearling-jacket-black,Thursday - Women's Jackets,Women's Jackets,10/16/2025,10/10/2025,8/8/2026,accessories; accessory-full; all:All; anagram-enabled; bf21:Jackets; bf21:OilTanned; bf21:W-Boot-Black; bf21:WBeanie; bf21:Women-Belt-Black; bfcm-eligible; BIS; black-label; color:Black; credit_fee:FREE; exchange_fee:FREE; free-gift; highlight:Black Label; honest-pricing; imp_new_guide; interactive-details; jackets:Bronco Jacket; klaviyo:Women; live_product; loop-accessory; loop:Women's Bronco Jacket; material:Leather; mlp:womens-jackets; model:Bronco Jacket; no-cs-variants; pf-gender:Female; pf-status:active; pf-style:Jacket; pf-type:Accessories; product-switcher; redo:womens bronco jacket; refund_fee: FREE; retail-sync; show-previews; show-sizing-tip; show_recs; size-chart; size:tbc-jacket; thumbnails:womens-bronco-jacket; wair-enabled; wair-testing; womens-jackets; womens-jackets-collection; YGroup_womens-bronco-jacket,5,6,$197100 - $197100,Yes
